4733,12,12,1,27.9608040000,76.4043120000,308.1000100000,0.30,4/1/2016,2316,-2948,16084,96788,34.7000010000,0.2347106900,13.0000000000,10.0000000000,NA,NA,NA,0
4733,13,13,1,27.9608040000,76.4043050000,308.1000100000,0.19,4/1/2016,2344,-2892,16024,96785,34.7000010000,0.0242309570,14.0000000000,10.0000000000,NA,NA,NA,0
4733,14,14,1,27.9608040000,76.4043050000,308.1000100000,0.13,4/1/2016,2372,-2920,16240,96782,34.7000010000,0.2831726100,12.0000000000,10.0000000000,NA,NA,NA,0
4733,15,15,1,27.9608040000,76.4043050000,308.1000100000,0.04,4/1/2016,2364,-2940,16060,96791,34.7000010000,0.4936523400,13.0000000000,10.0000000000,NA,NA,NA,0
4733,16,16,1,27.9608040000,76.4043050000,308.1000100000,0.13,4/1/2016,2272,-2976,16156,96779,34.7000010000,0.5447692900,12.0000000000,10.0000000000,NA,NA,NA,0
4733,17,17,1,27.9608040000,76.4043050000,308.1000100000,0.07,4/1/2016,2360,-2920,15844,96785,34.7000010000,0.0242309570,13.0000000000,10.0000000000,NA,NA,NA,0
4733,18,18,1,27.9608040000,76.4043050000,308.1000100000,0.04,4/1/2016,2280,-3072,16100,96782,34.7000010000,0.2831726100,12.0000000000,10.0000000000,NA,NA,NA,0
4733,19,19,1,27.9608040000,76.4043050000,308.1000100000,0.09,4/1/2016,2336,-2984,16252,96782,34.7000010000,0.2831726100,13.0000000000,10.0000000000,NA,NA,NA,0
4733,20,20,1,27.9608060000,76.4043050000,308.1000100000,0.02,4/1/2016,2404,-3052,16160,96785,34.7000010000,0.0242309570,12.0000000000,10.0000000000,NA,NA,NA,0
4733,21,21,1,27.9608060000,76.4043050000,308.1000100000,0.06,4/1/2016,2356,-2952,16000,96782,34.7000010000,0.2831726100,12.0000000000,10.0000000000,NA,NA,NA,0
4733,22,22,1,27.9608040000,76.4043050000,308.1000100000,0.13,4/1/2016,2340,-2996,16004,96791,34.7000010000,0.4936523400,11.0000000000,10.0000000000,NA,NA,NA,0
4733,23,23,1,27.9608060000,76.4043050000,308.1000100000,0.06,4/1/2016,2384,-3052,16012,96782,34.7000010000,0.2831726100,12.0000000000,10.0000000000,NA,NA,NA,0
4733,24,24,1,27.9608060000,76.4042970000,308.1000100000,0.11,4/1/2016,2292,-2932,16072,96779,34.7000010000,0.5447692900,11.0000000000,10.0000000000,NA,NA,NA,0
4733,25,25,1,27.9608060000,76.4042970000,308.1000100000,0.19,4/1/2016,2280,-3068,15952,96788,34.7000010000,0.2347106900,13.0000000000,10.0000000000,NA,NA,NA,0
4733,26,26,1,27.9608080000,76.4042970000,308.1000100000,0.15,4/1/2016,2296,-2868,16168,96782,34.7000010000,0.2831726100,12.0000000000,10.0000000000,NA,NA,NA,0
4733,27,27,1,27.9608080000,76.4042970000,308.1000100000,0.11,4/1/2016,2316,-3068,16032,96791,34.7000010000,0.4936523400,14.0000000000,10.0000000000,NA,NA,NA,0
4733,28,28,1,27.9608100000,76.4042970000,303.8999900000,0.02,4/1/2016,2404,-2976,16060,96788,34.7000010000,0.2347106900,12.0000000000,10.0000000000,NA,NA,NA,0
4733,29,29,1,27.9608100000,76.4042970000,303.8999900000,0.04,4/1/2016,2272,-2960,16004,96788,34.7000010000,0.2347106900,13.0000000000,10.0000000000,NA,NA,NA,0
4733,30,30,1,27.9608120000,76.4042970000,303.8999900000,0.09,4/1/2016,2304,-2896,16032,96788,34.7000010000,0.2347106900,12.0000000000,10.0000000000,NA,NA,NA,0
